,country,article_name,revision_id,article_quality,population
71,chad,Ibrahim IV of Bornu,785614014,Stub,15400000
72,chad,Hadjé Halimé,786449636,C,15400000
73,chad,Youssouf Togoïmi,787390241,Start,15400000
74,chad,Adoum Younousmi,787719236,Start,15400000
75,chad,François Tombalbaye,787738541,C,15400000
76,chad,Ahmat Hassaballah Soubiane,787910771,Stub,15400000
77,chad,Ahmad Allam-Mi,787921293,Start,15400000
78,chad,Laotegguelnodji Koumtog,788009613,Stub,15400000
79,chad,Mahamat Ali Adoum,788014671,Start,15400000
80,chad,Mahamat Saleh Annadif,788658822,C,15400000
81,chad,Mohamed Bechir-Sow,788827248,Stub,15400000
82,chad,Gontchomé Sahoulba,788828388,Start,15400000
83,chad,Gabriel Lisette,788828519,Start,15400000
84,chad,Ali II of Bornu,788999424,Stub,15400000
85,chad,Arabi El Goni,789126126,Stub,15400000
86,chad,Dunama Dabbalemi,789935196,Start,15400000
87,chad,Idris Alooma,792734868,Start,15400000
88,chad,Mahamat Nouri,792954115,FA,15400000
89,chad,Idriss Ndele Moussa,796654025,Stub,15400000
90,chad,Mbaydoum Simeon,796690873,Stub,15400000
91,chad,Ngarindo Milengar,796700718,Stub,15400000
92,chad,List of Prime Ministers of Chad,797747674,Start,15400000
93,chad,Idriss Déby,798286150,C,15400000
94,chad,Saleh Kebzabo,798626040,C,15400000
95,chad,Moussa Faki,799043301,C,15400000
96,chad,Template:Chad-politician-stub,799373925,Stub,15400000
97,chad,Kalzeubet Pahimi Deubet,799413193,Start,15400000
98,chad,Haroun Kabadi,799447895,Start,15400000
99,chad,Nagoum Yamassoum,799447995,Start,15400000
100,chad,Outel Bono,799448338,Start,15400000
101,chad,Ahmat Acyl,799902492,C,15400000
102,chad,Djimrangar Dadnadji,800133552,Start,15400000
103,chad,Delwa Kassiré Koumakoye,801029539,C,15400000
104,chad,Fidèle Moungar,801192255,C,15400000
105,chad,Jean Alingué Bawoyeu,801192303,B,15400000
106,chad,Emmanuel Nadingar,801573576,C,15400000
107,chad,Roger Djikisna,801583221,Stub,15400000
108,chad,Firmin Djidingar,801583260,Stub,15400000
109,chad,Idris I of Kanem,802874918,Stub,15400000
110,chad,Vice President of Chad,803166509,Stub,15400000
111,chad,Hissène Habré,803166806,GA,15400000
112,chad,Negue Djogo,803166989,Start,15400000
113,chad,Wadel Abdelkader Kamougué,803167152,C,15400000
114,chad,Félix Malloum,803167336,Start,15400000
115,chad,Lol Mahamat Choua,803167424,C,15400000
116,chad,Goukouni Oueddei,803167990,C,15400000
117,chad,Albert Pahimi Padacké,803433107,C,15400000
118,chad,List of heads of state of Chad,803812011,Start,15400000
119,chad,Elise Loum,804773540,Start,15400000
120,chad,Agnes Allafi,805493169,Start,15400000
121,chad,Christine Georges Diguibaye,806337653,Stub,15400000
122,chad,Pascal Yoadimnadji,806508985,Start,15400000
123,chad,Aissa Koli,806616268,Start,15400000
124,chad,Omar I of Kanem,807425129,Start,15400000
125,zimbabwe,Template:Zimbabwe-politician-stub,391862046,Stub,14000000
126,zimbabwe,Template:Zimbabwe-mayor-stub,444767985,Stub,14000000
127,zimbabwe,Jabulani Dube,645408814,Stub,14000000
128,zimbabwe,Fletcher Dulini,669981316,Stub,14000000
129,zimbabwe,Leopold Takawira,710060929,Start,14000000
130,zimbabwe,Tinos Rusere,710524880,Start,14000000
131,zimbabwe,Gift Tandare,710615823,Stub,14000000
132,zimbabwe,Engelbert Rugeje,711448400,Start,14000000
133,zimbabwe,Max Mnkandla,711509855,Stub,14000000
134,zimbabwe,Lovemore Matombo,711958194,Stub,14000000
135,zimbabwe,Alfred Nikita Mangena,712004487,Stub,14000000
136,zimbabwe,Simbi Mubako,713121927,Stub,14000000
137,zimbabwe,Nicholas Kiti kiti,713308132,Stub,14000000
138,zimbabwe,Aleck Gumbo,713580662,Stub,14000000
139,zimbabwe,Jabulani Sibanda,713618917,Start,14000000
140,zimbabwe,Cain Mathema,713726531,Stub,14000000
141,zimbabwe,Patrick Kombayi,713740128,Stub,14000000
142,zimbabwe,Langton Towungana,713899377,Stub,14000000
143,zimbabwe,Eric Matinenga,714455111,Stub,14000000
144,zimbabwe,Emmanuel Chiroto,714535045,Stub,14000000
145,zimbabwe,Muchadeyi Masunda,714706533,C,14000000
146,zimbabwe,David Butau,714967769,Stub,14000000
147,zimbabwe,Thompson Samkange,715131189,Stub,14000000
148,zimbabwe,Nomalanga Khumalo,715183334,Stub,14000000
149,zimbabwe,Henry Dzinotyiweyi,715867004,Stub,14000000
150,zimbabwe,Edward Raradza,716017725,Stub,14000000
151,zimbabwe,Rekayi Tangwena,716669163,Stub,14000000
152,zimbabwe,Sibonile Nyamudeza,717380254,Stub,14000000
153,zimbabwe,Misheck Kagurabadza,720008799,Stub,14000000
154,zimbabwe,Morgan Femai,721674926,Stub,14000000
155,zimbabwe,Bybit Lydia Tsomondo,723082034,Stub,14000000
156,zimbabwe,Kisinoti Mukwazhe,723353282,Stub,14000000
157,zimbabwe,David Karimanzira,725242133,Stub,14000000
158,zimbabwe,Sobusa Gula-Ndebele,726651867,Stub,14000000
159,zimbabwe,Sylvester Nguni,726686195,Stub,14000000
160,zimbabwe,Thamsanqa Mahlangu,726687480,Stub,14000000
161,zimbabwe,Tichaona Mudzingwa,726687648,Stub,14000000
162,zimbabwe,Murisi Zwizwai,726687669,Stub,14000000
163,zimbabwe,Samuel Undenge,726688144,Stub,14000000
164,zimbabwe,Reuben Marumahoko,726688205,Stub,14000000
165,zimbabwe,Simon Khaya-Moyo,730764918,Stub,14000000
166,zimbabwe,"List of candidates in the Zimbabwean parliamentary election, 2013",735498335,B,14000000
167,zimbabwe,Jevan Maseko,736911246,Stub,14000000
168,zimbabwe,Munacho Mutezo,738729779,Stub,14000000
169,zimbabwe,Sesel Zvidzai,738810400,Stub,14000000
170,zimbabwe,Samuel Sipepa Nkomo,738992625,Stub,14000000
171,zimbabwe,Faber Chidarikire,738992871,Start,14000000
172,zimbabwe,Willard Chiwewe,738992910,Stub,14000000
173,zimbabwe,Martin Dinha,738992918,Stub,14000000
174,zimbabwe,Herbert Ushewokunze,739137894,Stub,14000000
175,zimbabwe,Nyasha Chikwinya,742899761,Start,14000000
176,zimbabwe,Naomi Nhiwatiwa,743971092,Start,14000000
177,zimbabwe,Bright Matonga,744753863,Stub,14000000
178,zimbabwe,Thokozani Khuphe,747274193,Start,14000000
179,zimbabwe,Border Gezi,748061603,Start,14000000
180,zimbabwe,Rugare Gumbo,749496266,Start,14000000
181,zimbabwe,George Nyandoro,750224976,Start,14000000
182,zimbabwe,Paul Chimedza,750428952,Stub,14000000
183,zimbabwe,Gorden Moyo,750974704,Stub,14000000
184,zimbabwe,Daniel Shumba,753294248,Start,14000000
185,zimbabwe,Douglas Mombeshora,755110125,Stub,14000000
186,zimbabwe,Munyaradzi Gwisai,755337199,Start,14000000
187,zimbabwe,Olivia Muchena,757616307,Start,14000000
188,zimbabwe,Paurine Mpariwa,757616437,Stub,14000000
189,zimbabwe,Sithembiso Nyoni,757617613,Stub,14000000
190,zimbabwe,Earnest Mudzengi,757796569,Stub,14000000
191,zimbabwe,Gift Banda,758442662,Stub,14000000
192,zimbabwe,Wilson Kumbula,759330558,Stub,14000000
193,zimbabwe,Paurina Mpariwa,760532029,Stub,14000000
194,zimbabwe,Flora Buka,762630896,Stub,14000000
195,zimbabwe,Elliot Manyika,763330074,Start,14000000
196,zimbabwe,Diana Mitchell,764299725,Start,14000000
197,zimbabwe,Maurice Nyagumbo,764826793,Start,14000000
198,zimbabwe,Josiah Zion Gumede,765095810,Start,14000000
199,zimbabwe,Edson Zvobgo,767922311,Start,14000000
200,zimbabwe,Felix Magalela Mafa Sibanda,769519957,C,14000000
201,zimbabwe,Tracy Mutinhiri,769876632,Stub,14000000
202,zimbabwe,Kayisa Ndiweni,771958995,Stub,14000000
203,zimbabwe,Enoch Dumbutshena,774026217,Stub,14000000
204,zimbabwe,Hubert Nyanhongo,774061307,Stub,14000000
205,zimbabwe,James Chikerema,775935799,C,14000000
206,zimbabwe,Victoria Chitepo,776389556,Start,14000000
207,zimbabwe,Joel Gabuza,776840034,Stub,14000000
208,zimbabwe,Trudy Stevenson,776943338,Start,14000000
209,zimbabwe,Joram Gumbo,777424335,Stub,14000000
210,zimbabwe,Joseph Chinotimba,777482252,C,14000000
211,zimbabwe,Nkululeko Sibanda,777623864,Start,14000000
212,zimbabwe,Janet Banana,777849777,Stub,14000000
213,zimbabwe,Lazarus Dokora,780062778,Stub,14000000
214,zimbabwe,Lutho Tapela,782607746,Stub,14000000
215,zimbabwe,Moven Mahachi,783298283,Stub,14000000
216,zimbabwe,Margaret Dongo,783419906,Start,14000000
217,zimbabwe,Sekai Holland,783637102,C,14000000
218,zimbabwe,George Chiweshe,783919896,Start,14000000
219,zimbabwe,Josiah Mushore Chinamano,784396785,Stub,14000000
220,zimbabwe,Michael Bimha,784668448,Stub,14000000
221,zimbabwe,Josiah Tongogara,786913202,C,14000000
222,zimbabwe,Naison Ndlovu,787854175,Stub,14000000
223,zimbabwe,Enos Mdlongwa,787854640,Stub,14000000
224,zimbabwe,Lindiwe Majele Sibanda,788247480,Start,14000000
225,zimbabwe,Ndabaningi Sithole,788291899,C,14000000
226,zimbabwe,Ambrose Mutinhiri,788777043,Stub,14000000
227,zimbabwe,Judith Todd,788792548,Start,14000000
228,zimbabwe,Andrew Langa,789094827,Stub,14000000
229,zimbabwe,Christopher Kuruneri,789427326,Start,14000000
230,zimbabwe,Priscilla Misihairabwi-Mushonga,789545114,Stub,14000000
231,zimbabwe,Swithun Mombeshora,789545179,Stub,14000000
232,zimbabwe,Oppah Muchinguri,789545185,Stub,14000000
233,zimbabwe,Samuel Mumbengegwi,789545206,Start,14000000
234,zimbabwe,Chris Mushohwe,789545212,Stub,14000000
235,zimbabwe,Giles Mutsekwa,789545214,Start,14000000
236,zimbabwe,Francis Nhema,789545220,Stub,14000000
237,zimbabwe,Mike Nyambuya,789545233,Stub,14000000
238,zimbabwe,Solomon Mujuru,789898624,C,14000000
239,zimbabwe,Ronald Penza,789948565,Stub,14000000
240,zimbabwe,Joseph Made,789965571,Start,14000000
241,zimbabwe,Evelyn Masaiti,790034879,Stub,14000000
242,zimbabwe,Jessie Majome,790035057,Start,14000000
243,zimbabwe,Theresa Makoni,790423262,Stub,14000000
244,zimbabwe,List of Presidents of the Senate of Zimbabwe,791068367,Stub,14000000
245,zimbabwe,Blessing Chebundo,791690130,Start,14000000
246,zimbabwe,George Charamba,793738070,Start,14000000
247,zimbabwe,Chenhanho Chimutengwende,793820850,Stub,14000000
248,zimbabwe,Simon Muzenda,794934380,Start,14000000
249,zimbabwe,Witness Mangwende,794934451,Stub,14000000
250,zimbabwe,Nathan Shamuyarira,794934469,C,14000000
251,zimbabwe,Joseph Makamba Busha,795007156,Start,14000000
252,zimbabwe,Walter Chidakwa,795247525,Stub,14000000
253,zimbabwe,Maxwell Zeb Shumba,795637625,Start,14000000
254,zimbabwe,Henry Madzorera,795846349,Stub,14000000
255,zimbabwe,First Lady of Zimbabwe,796477244,Stub,14000000
256,zimbabwe,Charles Shanyurai Majange,796608492,Stub,14000000
257,zimbabwe,Elleck Mashingaidze,796726442,Stub,14000000
258,zimbabwe,Phillip Chiyangwa,797170378,Start,14000000
259,zimbabwe,Chenjerai Hunzvi,797225827,C,14000000
260,zimbabwe,Edward Chindori-Chininga,797414978,Start,14000000
261,zimbabwe,Arthur Mutambara,797932659,C,14000000
262,zimbabwe,Edgar Tekere,798106157,C,14000000
263,zimbabwe,Psychology Maziwisa,798140615,C,14000000
264,zimbabwe,Isaac Matongo,798248963,Stub,14000000
265,zimbabwe,Julia Tukai Zvobgo,798468363,Start,14000000
266,zimbabwe,Jameson Timba,799326094,Stub,14000000
267,zimbabwe,Ben Ncube,799405378,Stub,14000000
268,zimbabwe,Obedingwa Mguni,799406056,Stub,14000000
269,zimbabwe,Denis Norman,799605293,Start,14000000
270,zimbabwe,Japhet Ndabeni Ncube,800407734,Stub,14000000
271,zimbabwe,Nicholas Mabodoko,800407872,Stub,14000000
272,zimbabwe,Fay Chung,800705666,B,14000000
273,zimbabwe,Alfred Makwarimba,801370822,Stub,14000000
274,zimbabwe,Elphas Mukonoweshuro,801488585,Stub,14000000
275,zimbabwe,Elton Mangoma,801497420,Start,14000000
276,zimbabwe,Edna Madzongwe,802259324,Start,14000000
277,zimbabwe,Fidelis Mhashu,803084855,Stub,14000000
278,zimbabwe,Promise Mkwananzi,803579259,Start,14000000
279,zimbabwe,Saviour Kasukuwere,804677245,Start,14000000
280,zimbabwe,Walter Mzembi,804678140,Stub,14000000
281,zimbabwe,Kembo Mohadi,804811059,Start,14000000
282,zimbabwe,Learnmore Jongwe,804844902,Start,14000000
283,zimbabwe,Lovemore Madhuku,804895632,C,14000000
284,zimbabwe,List of Finance Ministers of Zimbabwe,804914333,Stub,14000000
285,zimbabwe,Joice Mujuru,805993308,C,14000000
286,zimbabwe,Ignatious Chombo,806656210,Start,14000000
287,zimbabwe,Robert Mugabe,806814411,FA,14000000
288,zimbabwe,Tichafa Samuel Parirenyatwa,807159774,C,14000000
289,zimbabwe,Guy Georgias,807196681,C,14000000
290,zimbabwe,Grace Mugabe,807337237,GA,14000000
291,zimbabwe,Guy Clutton-Brock,807442408,Start,14000000
292,uganda,Template:Uganda-politician-stub,391862070,Stub,44100000
293,uganda,Template:Uganda-mayor-stub,444767727,Stub,44100000
294,uganda,Yosia Nadiope of Busoga,655390291,Stub,44100000
295,uganda,Patrick Mutono,684295893,Stub,44100000
296,uganda,Stanislaus Okurut,689614169,Stub,44100000
297,uganda,Charles Oboth Ofumbi,693292931,Start,44100000
298,uganda,Pumla Kisosonkole,693388584,Start,44100000
299,uganda,Francis K. Butagira,707473503,Start,44100000
300,uganda,Otema Allimadi,708054598,Stub,44100000
301,uganda,Omwony Ojwok,713020154,Stub,44100000
302,uganda,Jachan Mandir Omach,715433158,Stub,44100000
303,uganda,Onegi Obel,717146307,Start,44100000
304,uganda,Saleh Kamba,720059752,Stub,44100000
305,uganda,John Kabaireho,723957779,Stub,44100000
306,uganda,Tete Chelangat,724554948,Stub,44100000
307,uganda,Sarah Kanyike,725742962,Start,44100000
308,uganda,Gagawala Wambuzi,726767754,Stub,44100000
309,uganda,Julius Wandera Maganda,726918511,Stub,44100000
310,uganda,Haruna Kasolo Kyeyune,726919678,Stub,44100000
311,uganda,Yabezi Kiiza,736273855,Stub,44100000
312,uganda,Semei Kakungulu,737799048,C,44100000
313,uganda,Abu Mayanja,746946728,C,44100000
314,uganda,Daniel Kidega,753278613,Start,44100000
315,uganda,Eng Abner Nangwale,756457100,Stub,44100000
316,uganda,Yowabu Magada Kawaluuko,757388522,Start,44100000
317,uganda,Grace Kwiyucwiny,757563021,Start,44100000
318,uganda,Mary Goretti Kitutu,757615490,Start,44100000
319,uganda,Rukiya Chekamondo,757616921,Start,44100000
320,uganda,Sezi Mbaguta,757617202,Start,44100000
321,uganda,Frederick Ngobi Gume,758395750,Stub,44100000
322,uganda,Rosemary Seninde,758567928,Start,44100000
323,uganda,Gerald Ssendaula,759366517,C,44100000
324,uganda,Juma Oris,759378614,Stub,44100000
325,uganda,Godfrey Kiwanda,759877869,Stub,44100000
326,uganda,Geoffrey Onegi Obel,760056661,Start,44100000
327,uganda,Tom Butime,760181848,Start,44100000
328,uganda,Dennis Galabuzi Ssozi,760184747,Start,44100000
329,uganda,Ken Lukyamuzi,763247419,Stub,44100000
330,uganda,Victoria Sekitoleko,766481345,C,44100000
331,uganda,Emmanuel Otala,766665157,Start,44100000
332,uganda,Kabakumba Masiko,770316807,C,44100000
333,uganda,Innocent Oula,771724283,Start,44100000
334,uganda,Isaac Mulindwa,773245217,Start,44100000
335,uganda,Hope Mwesigye,773870932,Start,44100000
336,uganda,Katikkiro of Buganda,774683767,Stub,44100000
337,uganda,Daudi Cwa II of Buganda,774683907,Start,44100000
338,uganda,Ssuuna II of Buganda,774684052,Start,44100000
339,uganda,Kamaanya of Buganda,774684080,Start,44100000
340,uganda,Semakookiro of Buganda,774684109,Start,44100000
341,uganda,Jjunju of Buganda,774684124,Start,44100000
342,uganda,Kato Kintu,774684195,Stub,44100000
343,uganda,Chwa I of Buganda,774684228,Start,44100000
344,uganda,Kyabaggu of Buganda,774830237,Start,44100000
345,uganda,Kiweewa of Buganda,774831268,Start,44100000
346,uganda,Ismael Orot,775522497,Stub,44100000
347,uganda,James Obita,775995921,Stub,44100000
348,uganda,Janat Mukwaya,776107670,Start,44100000
349,uganda,Besueri Kiwanuka Lusse Mulondo,776344991,Start,44100000
350,uganda,Jeremiah Twa-Twa,776491782,Start,44100000
351,uganda,Joyce Kakuramatsi Kikafunda,777643576,Stub,44100000
352,uganda,Kania Obiga,778265355,Stub,44100000
353,uganda,Apollo Kironde,778598971,Stub,44100000
354,uganda,Kibirige Mayanja,778840186,Start,44100000
355,uganda,Kintu Musoke,779007768,Start,44100000
356,uganda,Jessica Alupo,779397351,Start,44100000
357,uganda,Rebecca Amuge Otengo,779397437,Start,44100000
358,uganda,Syda Bbumba,779397532,Start,44100000
359,uganda,Alintuma Nsambu,781605803,Stub,44100000
360,uganda,Esther Mbulakubuza Mbayo,781789704,Start,44100000
361,uganda,Abdul Nadduli,782460126,Stub,44100000
362,uganda,Moses Kizige,782979760,Start,44100000
363,uganda,Maria Kiwanuka,783449036,Start,44100000
364,uganda,Elijah Mushemeza,784734768,Start,44100000
365,uganda,Michael Lulume Bayigga,784768216,Start,44100000
366,uganda,Deo Rwabiita,785038536,Stub,44100000
367,uganda,Daudi Ochieng,785108122,Stub,44100000
368,uganda,Joy Kabatsi,785339072,Start,44100000
369,uganda,Joshua Wanume Kibedi,785862055,C,44100000
370,uganda,Kizza Besigye,786081128,C,44100000
371,uganda,Apolo Kagwa,786226893,C,44100000
372,uganda,Michael Kawalya Kagwa,787306486,Stub,44100000
373,uganda,Abed Bwanika,787410566,Start,44100000
374,uganda,Aggrey Awori,787858057,C,44100000
375,uganda,Aggrey Bagiire,787858062,Stub,44100000
376,uganda,Agnes Akiror,787870163,Start,44100000
377,uganda,Namirembe Bitamazire,788019797,Start,44100000
378,uganda,Amon Bazira,788899061,Stub,44100000
379,uganda,Christopher Iga,788972378,Stub,44100000
380,uganda,Nasser Sebaggala,788972461,Start,44100000
381,uganda,Erias Lukwago,788972566,Start,44100000
382,uganda,Template:KampalaMayors,788972642,Stub,44100000
383,uganda,Beatrice Wabudeya,789747515,Start,44100000
384,uganda,Jane Aceng,789747629,C,44100000
385,uganda,Ruth Achieng,789747664,Stub,44100000
386,uganda,Justine Ayebazibwe,789748037,Stub,44100000
387,uganda,Jessica Eriyo,789748269,Start,44100000
388,uganda,Mary Karooro Okurut,789748670,Start,44100000
389,uganda,Adrian Tibaleka,789748752,Stub,44100000
390,uganda,Nusura Tiperu,789748782,Start,44100000
391,uganda,Florence Nakiwala Kiyingi,789748978,Start,44100000
392,uganda,Ruth Nankabirwa,789799593,Start,44100000
393,uganda,Justine Lumumba Kasule,789799605,Start,44100000
394,uganda,Idah Nantaba,789799744,C,44100000
395,uganda,Harriet Ntabazi,789799847,Start,44100000
396,uganda,Florence Nebanda,789799901,Start,44100000
397,uganda,Lukia Isanga Nakadama,789799952,Start,44100000
398,uganda,Mariam Nalubega,789799984,Start,44100000
399,uganda,Jenipher Namuyangu,789800111,C,44100000
400,uganda,Sarah Kataike,789800331,C,44100000
401,uganda,Caroline Amali Okao,789800629,Start,44100000
402,uganda,Beatrice Rwakimari,789803765,Stub,44100000
403,uganda,Mariam Naigaga,790372580,C,44100000
404,uganda,Rose Akol,790424964,Start,44100000
405,uganda,Amelia Kyambadde,790428762,Start,44100000
406,uganda,Jehoash Mayanja Nkangi,790837175,Start,44100000
407,uganda,Joash Mayanja Nkangi,790993796,C,44100000
408,uganda,Moses Adome,791007274,Stub,44100000
409,uganda,Paulson Luttamaguzi,791007297,Stub,44100000
410,uganda,Charles Engola,793154991,Start,44100000
411,uganda,Cerinah Nebanda,793515881,Start,44100000
412,uganda,John Ssebaana Kizito,793539141,Start,44100000
413,uganda,Persis Namuganza,793628029,Start,44100000
414,uganda,Christine Amongin Aporu,794194807,Start,44100000
415,uganda,Christine Ondoa,794200311,Start,44100000
416,uganda,Concy Aciro,795100048,Start,44100000
417,uganda,Peace Mutuuzo,795181968,Start,44100000
418,uganda,Patrick Kayemba,795404749,Stub,44100000
419,uganda,Alengot Oromait,795458281,Start,44100000
420,uganda,Beti Kamya-Turwomwe,796177970,C,44100000
421,uganda,Abdu Katuntu,796406864,Stub,44100000
422,uganda,Loyce Biira Bwambale,796684047,Start,44100000
423,uganda,Mike Kennedy Sebalu,796694225,Stub,44100000
424,uganda,Miria Matembe,796695675,Start,44100000
425,uganda,Kalema of Buganda,796808819,Start,44100000
426,uganda,Maria Mutagamba,796899099,Start,44100000
427,uganda,Sarah Achieng Opendi,796991691,Start,44100000
428,uganda,Benedicto Kiwanuka,797399615,Start,44100000
429,uganda,Yusuf Lule,797449179,Start,44100000
430,uganda,Miria Obote,797874277,Stub,44100000
431,uganda,Grace Akello,798483499,Start,44100000
432,uganda,Joyce Moriku,798506935,Start,44100000
433,uganda,David Karubanga,799178559,Stub,44100000
434,uganda,Peter Takirambudde,799513148,Stub,44100000
435,uganda,Mustafa Adrisi,799651351,Stub,44100000
436,uganda,Rose Namayanja,800003733,C,44100000
437,uganda,Timeline of Kampala,800090136,C,44100000
438,uganda,Dora Byamukama,800350710,Stub,44100000
439,uganda,Kirya Balaki Kebba,800452152,C,44100000
440,uganda,Ismail Ogama,800595514,Stub,44100000
441,uganda,Kassiano Wadri,800595577,Stub,44100000
442,uganda,Abraham Waligo,800900766,Stub,44100000
443,uganda,Rebecca Kadaga,800965489,Start,44100000
444,uganda,Emma Boona,801577218,C,44100000
445,uganda,Augustine Nshimye,801836959,Start,44100000
446,uganda,Ibrahim Ssemujju Nganda,801874546,Start,44100000
447,uganda,Paulo Muwanga,802211455,Start,44100000
448,uganda,Christopher Kibanzanga,802286792,Start,44100000
449,uganda,Ezekiel Tenywa Wako of Busoga,802517620,Stub,44100000
450,uganda,Robert Kyagulanyi Ssentamu,802822017,C,44100000
451,uganda,Mariam Najjemba,802972400,Start,44100000
452,uganda,Bernadette Olowo,803360897,Stub,44100000
453,uganda,Monica Azuba Ntege,803417110,Start,44100000
454,uganda,Benna Namugwanya,804317144,Start,44100000
455,uganda,Dorothy Hyuha,804643751,Start,44100000
456,uganda,Sam Cheptoris,804781815,Start,44100000
457,uganda,Betty Oyella Bigombe,804829931,C,44100000
458,uganda,Muwenda Mutebi II of Buganda,804856220,C,44100000
459,uganda,Nabilah Naggayi Sempala,804883827,Start,44100000
460,uganda,Charles Mayiga,804903944,Start,44100000
461,uganda,Muteesa I of Buganda,805179937,Start,44100000
462,uganda,Mwanga II of Buganda,805289323,C,44100000
463,uganda,Idi Amin,805328243,B,44100000
464,uganda,Irene Muloni,805393764,Start,44100000
465,uganda,Gershom Sizomu,805409966,Start,44100000
466,uganda,Specioza Kazibwe,805435381,Start,44100000
467,uganda,Janet Museveni,805463795,C,44100000
468,uganda,Evelyn Anite,805660978,C,44100000
469,uganda,Betty Amongi,805668648,Start,44100000
470,uganda,Cecilia Ogwal,805668810,Start,44100000
471,uganda,Doreen Amule,805678630,Start,44100000
472,uganda,Muhammad Nsereko,806171535,Start,44100000
473,uganda,Betty Nambooze,806171836,Start,44100000
474,uganda,Barbara Nekesa Oundo,806276711,Start,44100000
475,uganda,Oliver Wonekha,806276835,Start,44100000
476,uganda,Margaret Zziwa,806337809,Start,44100000
477,uganda,Mutesa II of Buganda,806741960,C,44100000
478,uganda,Ignatius K. Musaazi,807146511,C,44100000
